"","zip","FDID","name","address","city","state","location","latitude","longitude","geometry"
"310","93923","27910","Mid-Coast Fire Brigade","38000 Palo Colorado RD","Carmel","CA","38000 Palo Colorado RD Carmel, CA 93923",36.517261,-121.89436,c(-121.89436, 36.517261)
"311","93923","27020","Carmel Valley Fire Protection District","8455 Carmel Valley  RD","Carmel","CA","8455 Carmel Valley  RD Carmel, CA 93923",36.517261,-121.89436,c(-121.89436, 36.517261)
"312","93924","27905","Cachagua Fire Protection District","37200 Nason RD","Carmel Valley","CA","37200 Nason RD Carmel Valley, CA 93924",36.447533,-121.68611,c(-121.68611, 36.447533)
"313","93926","27035","Gonzales Volunteer Fire Department","325 Center ST","Gonzales","CA","325 Center ST Gonzales, CA 93926",36.518179,-121.42557,c(-121.42557, 36.518179)
"314","93927","27045","Greenfield Fire Department","380 Oak AVE","Greenfield","CA","380 Oak AVE Greenfield, CA 93927",36.300819,-121.2904,c(-121.2904, 36.300819)
"315","93928","27800","Fort Hunter Liggett Fire Department","120 Infantry RD","Fort Hunter Liggett","CA","120 Infantry RD Fort Hunter Liggett, CA 93928",36.015388,-121.24839,c(-121.24839, 36.015388)
"316","93930","27050","King City Fire Department","422 Bassett ST","King City","CA","422 Bassett ST King City, CA 93930",36.21106,-121.05986,c(-121.05986, 36.21106)
"317","93933","27055","Marina Fire Department","211 Hillcrest AVE","Marina","CA","211 Hillcrest AVE Marina, CA 93933",36.678155,-121.79724,c(-121.79724, 36.678155)
"318","93940","27150","Monterey Airport Fire Department","200 Fred Kane DR","Monterey","CA","200 Fred Kane DR Monterey, CA 93940",36.586193,-121.88667,c(-121.88667, 36.586193)
"319","93940","27010","Carmel Highlands Fire Protection District","2221 Garden RD","Monterey","CA","2221 Garden RD Monterey, CA 93940",36.586193,-121.88667,c(-121.88667, 36.586193)
"320","93940","27005","Aromas Tri-County Fire Protection District","2221 Garden RD","Monterey","CA","2221 Garden RD Monterey, CA 93940",36.586193,-121.88667,c(-121.88667, 36.586193)
"321","93940","27024","Cypress Fire Protection District","2221 Garden RD","Monterey","CA","2221 Garden RD Monterey, CA 93940",36.586193,-121.88667,c(-121.88667, 36.586193)
"322","93940","27090","City of Soledad Fire Department","2221 Garden RD","Monterey","CA","2221 Garden RD Monterey, CA 93940",36.586193,-121.88667,c(-121.88667, 36.586193)
"323","93940","27060","Monterey Fire Department","610 Pacific ST","Monterey","CA","610 Pacific ST Monterey, CA 93940",36.586193,-121.88667,c(-121.88667, 36.586193)
"324","93940","27155","South Monterey County Fire Protection District","2221 Garden RD","Monterey","CA","2221 Garden RD Monterey, CA 93940",36.586193,-121.88667,c(-121.88667, 36.586193)
"325","93940","27555","California Forestry","2221 Garden RD","Monterey","CA","2221 Garden RD Monterey, CA 93940",36.586193,-121.88667,c(-121.88667, 36.586193)
"326","93940","27115","Pebble Beach Fire Department","2221 Garden RD","Monterey","CA","2221 Garden RD Monterey, CA 93940",36.586193,-121.88667,c(-121.88667, 36.586193)
"327","93940","35020","San Benito County Fire Department","2221 Garden RD","Monterey","CA","2221 Garden RD Monterey, CA 93940",36.586193,-121.88667,c(-121.88667, 36.586193)
"328","93943","27815","Naval Postgraduate School Fire Department","1399 Cunningham RD","Monterey","CA","1399 Cunningham RD Monterey, CA 93943",36.35433,-121.132928,c(-121.132928, 36.35433)
"329","93950","27065","Pacific Grove Fire Department","600 Pine AVE","Pacific Grove","CA","600 Pine AVE Pacific Grove, CA 93950",36.619065,-121.92102,c(-121.92102, 36.619065)
"330","93955","","Presidio of Monterey Fire Department","4400 General Jim Moore BLVD","Seaside","CA","4400 General Jim Moore BLVD Seaside, CA 93955",36.615813,-121.83461,c(-121.83461, 36.615813)
"331","93955","27080","City of Seaside Fire Department","1635 Broadway AVE","Seaside","CA","1635 Broadway AVE Seaside, CA 93955",36.615813,-121.83461,c(-121.83461, 36.615813)
"332","93960","27410","Correctional Training Facility Fire Department","Hwy 101 5 Miles North of Soledad","Soledad","CA","Hwy 101 5 Miles North of Soledad Soledad, CA 93960",36.41176,-121.32617,c(-121.32617, 36.41176)
"333","94010","41556","Central County Fire Department","1399 Rollins RD","Burlingame","CA","1399 Rollins RD Burlingame, CA 94010",37.574936,-122.36332,c(-122.36332, 37.574936)
"334","94014","41030","Colma Fire Protection District","50 Reiner ST","Colma","CA","50 Reiner ST Colma, CA 94014",37.699182,-122.45035,c(-122.45035, 37.699182)
"335","94019","41045","Half Moon Bay Fire Protection District","1191 Main ST","Half Moon Bay","CA","1191 Main ST Half Moon Bay, CA 94019",37.47584,-122.44323,c(-122.44323, 37.47584)
"336","94019","41060","Point Mantara Fire Protection District","1191 Main ST","Half Moon Bay","CA","1191 Main ST Half Moon Bay, CA 94019",37.47584,-122.44323,c(-122.44323, 37.47584)
"337","94020","52029","La Honda Fire Brigade","484 La Honda RD","La Honda","CA","484 La Honda RD La Honda, CA 94020",37.28842,-122.22457,c(-122.22457, 37.28842)
"338","94025","41050","Menlo Park Fire Protection District","170 Middlefield RD","Menlo Park","CA","170 Middlefield RD Menlo Park, CA 94025",37.451688,-122.18385,c(-122.18385, 37.451688)
"339","94035","43810","NASA/Ames Fire Department","580 Zook RD","Moffett Field","CA","580 Zook RD Moffett Field, CA 94035",37.189396,-121.705327,c(-121.705327, 37.189396)
"340","94041","43050","Mountain View Fire Department","1000 Villa ST","Mountain View","CA","1000 Villa ST Mountain View, CA 94041",37.38949,-122.07846,c(-122.07846, 37.38949)
"341","94062","41110","King Mountain Volunteer Fire Department","13889 Skyline BLVD","Woodside","CA","13889 Skyline BLVD Woodside, CA 94062",37.444879,-122.26253,c(-122.26253, 37.444879)
"342","94062","41105","Woodside Fire Protection District","3111 Woodside RD","Woodside","CA","3111 Woodside RD Woodside, CA 94062",37.444879,-122.26253,c(-122.26253, 37.444879)
"343","94063","41070","Redwood City Fire Department","755 Marshall ST","Redwood City","CA","755 Marshall ST Redwood City, CA 94063",37.483504,-122.2144,c(-122.2144, 37.483504)
"344","94066","41080","San Bruno Fire Department","555 El Camino Real","San Bruno","CA","555 El Camino Real San Bruno, CA 94066",37.625908,-122.42363,c(-122.42363, 37.625908)
"345","94080","41095","South San Francisco Fire Department","480 N Canal ST","South San Francisco","CA","480 N Canal ST South San Francisco, CA 94080",37.652857,-122.4301,c(-122.4301, 37.652857)
"346","94088","43105","City of Sunnyvale Department of Public Safety - Fire Division","700 All America WAY","Sunnyvale","CA","700 All America WAY Sunnyvale, CA 94088",37.189396,-121.705327,c(-121.705327, 37.189396)
"347","94089","43815","Onizuka Fire and Emergency Services","1080 Innovation WAY","Sunnyvale","CA","1080 Innovation WAY Sunnyvale, CA 94089",37.406289,-122.00838,c(-122.00838, 37.406289)
"348","94107","38005","San Francisco Fire Department","698 2ND ST","San Francisco","CA","698 2ND ST San Francisco, CA 94107",37.766529,-122.39577,c(-122.39577, 37.766529)
"349","94123","38805","Presidio Fire Department","201 Fort Mason","San Francisco","CA","201 Fort Mason San Francisco, CA 94123",37.801028,-122.43836,c(-122.43836, 37.801028)
"350","94301","43060","City of Palo Alto Fire Department","250 Hamilton AVE","Palo Alto","CA","250 Hamilton AVE Palo Alto, CA 94301",37.443688,-122.15071,c(-122.15071, 37.443688)
"351","94402","41115","San Mateo County Fire Department","20 Tower RD","San Mateo","CA","20 Tower RD San Mateo, CA 94402",37.551586,-122.32773,c(-122.32773, 37.551586)
"352","94402","41090","San Mateo Fire Department","1900 O'Farrell ST, STE 140","San Mateo","CA","1900 O'Farrell ST, STE 140 San Mateo, CA 94402",37.551586,-122.32773,c(-122.32773, 37.551586)
"353","94404","41040","Foster City Fire Department","1040 E Hillsdale BLVD","Foster City","CA","1040 E Hillsdale BLVD Foster City, CA 94404",37.554335,-122.27032,c(-122.27032, 37.554335)
"354","94501","01005","City of Alameda Fire Department","1300 Park ST","Alameda","CA","1300 Park ST Alameda, CA 94501",37.769528,-122.25937,c(-122.25937, 37.769528)
"355","94503","28020","American Canyon Fire Protection District","911 Donaldson Way E","American Canyon","CA","911 Donaldson Way E American Canyon, CA 94503",38.170372,-122.25605,c(-122.25605, 38.170372)
"356","94510","48005","Benicia Fire Department","150 Military West","Benicia","CA","150 Military West Benicia, CA 94510",38.071769,-122.15517,c(-122.15517, 38.071769)
"357","94510","48095","Valero Refinery Fire Department","3400 E Second ST","Benicia","CA","3400 E Second ST Benicia, CA 94510",38.071769,-122.15517,c(-122.15517, 38.071769)
"358","94513","07015","East Contra Costa Fire Protection District","134 Oak ST","Brentwood","CA","134 Oak ST Brentwood, CA 94513",37.932123,-121.70381,c(-121.70381, 37.932123)
"359","94515","28005","Calistoga Fire Department","1113 Washington ST","Calistoga","CA","1113 Washington ST Calistoga, CA 94515",38.597907,-122.60952,c(-122.60952, 38.597907)
"360","94520","07805","Concord Federal Fire Department","10 Delta ST","Concord","CA","10 Delta ST Concord, CA 94520",37.986321,-122.03988,c(-122.03988, 37.986321)
"361","94523","07090","Contra Costa County Fire Protection District","2010 Geary RD","Pleasant Hill","CA","2010 Geary RD Pleasant Hill, CA 94523",37.951672,-122.07317,c(-122.07317, 37.951672)
"362","94525","07115","C & H Sugar Company Fire Department","830 Loring AVE","Crockett","CA","830 Loring AVE Crockett, CA 94525",38.05282,-122.2234,c(-122.2234, 38.05282)
"363","94525","07030","Crockett-Carquinez Fire Department","746 Loring AVE","Crockett","CA","746 Loring AVE Crockett, CA 94525",38.05282,-122.2234,c(-122.2234, 38.05282)
"364","94530","07040","El Cerrito Fire Department","10900 San Pablo AVE","El Cerrito","CA","10900 San Pablo AVE El Cerrito, CA 94530",37.917774,-122.30426,c(-122.30426, 37.917774)
"365","94533","48030","Suisun Fire Protection District","445 Jackson ST","Fairfield","CA","445 Jackson ST Fairfield, CA 94533",38.269582,-122.03701,c(-122.03701, 38.269582)
"366","94533","48025","Fairfield Fire Department","1633 Union  AVE","Fairfield","CA","1633 Union  AVE Fairfield, CA 94533",38.269582,-122.03701,c(-122.03701, 38.269582)
"367","94534","48055","Cordelia Fire Protection District","2155 Cordelia RD","Fairfield","CA","2155 Cordelia RD Fairfield, CA 94534",38.245844,-122.101917,c(-122.101917, 38.245844)
"368","94535","F4580","Travis AFB Fire Department","191 W ST","Travis AFB","CA","191 W ST Travis AFB, CA 94535",38.277661,-121.9192,c(-121.9192, 38.277661)
"369","94538","01040","Fremont Fire Department","3300 Capitol AVE BLDG A","Fremont","CA","3300 Capitol AVE BLDG A Fremont, CA 94538",37.527237,-121.9679,c(-121.9679, 37.527237)
"370","94541","01045","Hayward Fire Department","777 B ST","Hayward","CA","777 B ST Hayward, CA 94541",37.674431,-122.08883,c(-122.08883, 37.674431)
"371","94546","01080","East Bay Regional Park District Fire Department","17930 Lake Chabot RD","Castro Valley","CA","17930 Lake Chabot RD Castro Valley, CA 94546",37.702063,-122.07934,c(-122.07934, 37.702063)
"372","94547","07100","Rodeo Hercules Fire Protection District","1680 Refugio Valley RD","Hercules","CA","1680 Refugio Valley RD Hercules, CA 94547",38.005122,-122.25784,c(-122.25784, 38.005122)
"373","94550","01140","San Antone Valley Volunteer Fire Department","47405 Mines RD","Livermore","CA","47405 Mines RD Livermore, CA 94550",37.65778,-121.73011,c(-121.73011, 37.65778)
"374","94550","01065","Lawrence Livermore Fire Department","7000 E L-388 AVE","Livermore","CA","7000 E L-388 AVE Livermore, CA 94550",37.65778,-121.73011,c(-121.73011, 37.65778)
"375","94553","07120","Martinez Refining Company Fire Brigade","3485 Pacheco BLVD","Martinez","CA","3485 Pacheco BLVD Martinez, CA 94553",37.998912,-122.11501,c(-122.11501, 37.998912)
"376","94553","07135","Ultramar Fire Department","150 Solano WAY","Pacheco","CA","150 Solano WAY Pacheco, CA 94553",37.998912,-122.11501,c(-122.11501, 37.998912)
"377","94559","28010","City of Napa Fire Department","1539 1ST ST","Napa","CA","1539 1ST ST Napa, CA 94559",38.291164,-122.28671,c(-122.28671, 38.291164)
"378","94560","45945","Old Station Volunteer Fire Department","PO Box 44","Newark","CA","PO Box 44 Newark, CA 94560",37.535586,-122.03362,c(-122.03362, 37.535586)
"379","94560","01070","Newark Fire Department","37101 Newark BLVD","Newark","CA","37101 Newark BLVD Newark, CA 94560",37.535586,-122.03362,c(-122.03362, 37.535586)
"380","94563","07060","Moraga-Orinda Fire Protection District","33 Orinda WAY","Orinda","CA","33 Orinda WAY Orinda, CA 94563",37.878625,-122.18296,c(-122.18296, 37.878625)
"381","94564","07075","Pinole Fire Department","880 Tennent AVE","Pinole","CA","880 Tennent AVE Pinole, CA 94564",37.997509,-122.29208,c(-122.29208, 37.997509)
"382","94568","01008","Alameda County Fire Department","6363 Clark AVE","Dublin","CA","6363 Clark AVE Dublin, CA 94568",37.714179,-121.92567,c(-121.92567, 37.714179)
"383","94568","A2001","Camp Parks Fire and Emergency Services","520 Mitchell DR","Dublin","CA","520 Mitchell DR Dublin, CA 94568",37.714179,-121.92567,c(-121.92567, 37.714179)
"384","94571","34130","Delta Fire Protection District","350 Main ST","Rio Vista","CA","350 Main ST Rio Vista, CA 94571",38.156909,-121.72075,c(-121.72075, 38.156909)
"385","94571","48040","Rio Vista Fire Department","350 Main ST","Rio Vista","CA","350 Main ST Rio Vista, CA 94571",38.156909,-121.72075,c(-121.72075, 38.156909)
"386","94571","48090","Montezuma Fire Protection District","21 N 4TH ST","Rio Vista","CA","21 N 4TH ST Rio Vista, CA 94571",38.156909,-121.72075,c(-121.72075, 38.156909)
"387","94574","28015","St. Helena Fire Department","1480 Main ST","Saint Helena","CA","1480 Main ST Saint Helena, CA 94574",38.511241,-122.45695,c(-122.45695, 38.511241)
"388","94574","28025","Napa County Fire Department","1199 Big Tree RD","Saint Helena","CA","1199 Big Tree RD Saint Helena, CA 94574",38.511241,-122.45695,c(-122.45695, 38.511241)
"389","94583","07035","San Ramon Valley Fire Protection District","1500 Bollinger Canyon RD","San Ramon","CA","1500 Bollinger Canyon RD San Ramon, CA 94583",37.75735,-121.95213,c(-121.95213, 37.75735)
"390","94585","48050","City of Suisun City Fire Department","621 Pintail DR","Suisun City","CA","621 Pintail DR Suisun City, CA 94585",38.231364,-122.05414,c(-122.05414, 38.231364)
"391","94587","01115","Union City Fire Department","34009 Alvarado-Niles RD","Union City","CA","34009 Alvarado-Niles RD Union City, CA 94587",37.592184,-122.04577,c(-122.04577, 37.592184)
"392","94592","48070","Vallejo Fire Department","970 Nimitz AVE","Vallejo","CA","970 Nimitz AVE Vallejo, CA 94592",38.115015,-122.29055,c(-122.29055, 38.115015)
"393","94608","01035","Emeryville Fire Department","2333 Powell ST","Emeryville","CA","2333 Powell ST Emeryville, CA 94608",37.834724,-122.28316,c(-122.28316, 37.834724)
"394","94611","01090","Piedmont Fire Department","120 Vista AVE","Piedmont","CA","120 Vista AVE Piedmont, CA 94611",37.827126,-122.22289,c(-122.22289, 37.827126)
"395","94612","01075","Oakland Fire Department","150 Frank H Ogawa PLZ","Oakland","CA","150 Frank H Ogawa PLZ Oakland, CA 94612",37.809427,-122.27172,c(-122.27172, 37.809427)
"396","94701","01795","Bayer Fire Department","800 Dwight Way","Berkeley","CA","800 Dwight Way Berkeley, CA 94701",37.860576,-122.29673,c(-122.29673, 37.860576)
"397","94704","01015","Berkeley Fire Department","2100 Martin Luther King Way","Berkeley","CA","2100 Martin Luther King Way Berkeley, CA 94704",37.868575,-122.25855,c(-122.25855, 37.868575)
"398","94706","01010","Albany Fire Department","1000 San Pablo AVE","Albany","CA","1000 San Pablo AVE Albany, CA 94706",37.889125,-122.29371,c(-122.29371, 37.889125)
"399","94802","19908","Chevron Fire Department","841 Chevron WAY","Richmond","CA","841 Chevron WAY Richmond, CA 94802",37.777208,-121.955399,c(-121.955399, 37.777208)
"400","94804","07095","Richmond Fire Department","440 Civic Center Plaza","Richmond","CA","440 Civic Center Plaza Richmond, CA 94804",37.926509,-122.3408,c(-122.3408, 37.926509)
"401","94901","21075","San Rafael Fire Department","1039 C ST","San Rafael","CA","1039 C ST San Rafael, CA 94901",37.972423,-122.51484,c(-122.51484, 37.972423)
"402","94903","21080","Marinwood Fire Department","777 Miller Creek RD","San Rafael","CA","777 Miller Creek RD San Rafael, CA 94903",38.019022,-122.54589,c(-122.54589, 38.019022)
"403","94904","21030","Kentfield Fire Protection District","1004 Sir Francis Drake BLVD","Kentfield","CA","1004 Sir Francis Drake BLVD Kentfield, CA 94904",37.950069,-122.54284,c(-122.54284, 37.950069)
"404","94920","21100","Tiburon Fire Protection District","1679 Tiburon BLVD","Tiburon","CA","1679 Tiburon BLVD Tiburon, CA 94920",37.892476,-122.47541,c(-122.47541, 37.892476)
"405","94922","49005","Bodega Volunteer Fire Department","17184 Bodega HWY","Bodega","CA","17184 Bodega HWY Bodega, CA 94922",38.345572,-122.96676,c(-122.96676, 38.345572)
"406","94923","49010","Bodega Bay Fire Protection District","510 Highway 1","Bodega Bay","CA","510 Highway 1 Bodega Bay, CA 94923",38.347701,-123.05869,c(-123.05869, 38.347701)
"407","94924","21010","Bolinas Fire Protection District","100 Mesa RD","Bolinas","CA","100 Mesa RD Bolinas, CA 94924",37.907675,-122.70201,c(-122.70201, 37.907675)
"408","94925","21015","Corte Madera Fire Department","342 Tamalpais DR","Corte Madera","CA","342 Tamalpais DR Corte Madera, CA 94925",37.924242,-122.516,c(-122.516, 37.924242)
"409","94928","49140","Rohnert Park Department of Public Safety","500 City Center DR","Rohnert Park","CA","500 City Center DR Rohnert Park, CA 94928",38.347174,-122.69537,c(-122.69537, 38.347174)
"410","94937","21025","Inverness Volunteer Fire Department","50 Inverness WAY","Inverness","CA","50 Inverness WAY Inverness, CA 94937",38.099205,-122.87751,c(-122.87751, 38.099205)
"411","94939","21035","Larkspur Fire Department","400 Magnolia AVE","Larkspur","CA","400 Magnolia AVE Larkspur, CA 94939",37.936151,-122.5355,c(-122.5355, 37.936151)
"412","94941","21040","Mill Valley Fire Department","1 Hamilton DR","Mill Valley","CA","1 Hamilton DR Mill Valley, CA 94941",37.898058,-122.54134,c(-122.54134, 37.898058)
"413","94941","21045","Southern Marin Fire Protection District","308 Reed BLVD","Mill Valley","CA","308 Reed BLVD Mill Valley, CA 94941",37.898058,-122.54134,c(-122.54134, 37.898058)
"414","94945","21055","Novato Fire Protection District","7025 Redwood BLVD","Novato","CA","7025 Redwood BLVD Novato, CA 94945",38.117065,-122.56316,c(-122.56316, 38.117065)
"415","94946","21086","Nicasio Volunteer Fire Department","5 Old Rancheria RD","Nicasio","CA","5 Old Rancheria RD Nicasio, CA 94946",38.050454,-122.67866,c(-122.67866, 38.050454)
"416","94946","21092","Skywalker Ranch Fire Brigade","5858 Lucas Valley RD","Nicasio","CA","5858 Lucas Valley RD Nicasio, CA 94946",38.050454,-122.67866,c(-122.67866, 38.050454)
"417","94951","49110","Rancho Adobe Fire Protection District","11000 Main ST","Penngrove","CA","11000 Main ST Penngrove, CA 94951",38.314531,-122.66097,c(-122.66097, 38.314531)
"418","94952","49130","Wilmar Volunteer Fire Department","3825 Bodega AVE","Petaluma","CA","3825 Bodega AVE Petaluma, CA 94952",38.243734,-122.69345,c(-122.69345, 38.243734)
"419","94952","49115","Petaluma Fire Department","198 D ST","Petaluma","CA","198 D ST Petaluma, CA 94952",38.243734,-122.69345,c(-122.69345, 38.243734)
"420","94952","49250","San Antonio Volunteer Fire Company","1550 Petaluma BLVD S","Petaluma","CA","1550 Petaluma BLVD S Petaluma, CA 94952",38.243734,-122.69345,c(-122.69345, 38.243734)
"421","94954","49095","Lakeville Volunteer Fire Department","5100 Lakeville HWY","Petaluma","CA","5100 Lakeville HWY Petaluma, CA 94954",38.243299,-122.6069,c(-122.6069, 38.243299)
"422","94957","21060","Ross Fire Department","33 Sir Francis Drake BLVD","Ross","CA","33 Sir Francis Drake BLVD Ross, CA 94957",38.022322,-122.561689,c(-122.561689, 38.022322)
"423","94960","21065","Ross Valley Fire Department","777 San Anselmo AVE","San Anselmo","CA","777 San Anselmo AVE San Anselmo, CA 94960",37.981623,-122.56884,c(-122.56884, 37.981623)
"424","94965","21085","Muir Beach Volunteer Fire Department","Star RT Box A","Muir Beach","CA","Star RT Box A Muir Beach, CA 94965",37.855527,-122.49949,c(-122.49949, 37.855527)
"425","94965","21090","Sausalito Fire Department","333 Johnson ST","Sausalito","CA","333 Johnson ST Sausalito, CA 94965",37.855527,-122.49949,c(-122.49949, 37.855527)
"426","94970","21095","Stinson Beach Fire Protection District","3410 Shoreline HWY","Stinson Beach","CA","3410 Shoreline HWY Stinson Beach, CA 94970",37.903396,-122.65043,c(-122.65043, 37.903396)
"427","94972","49210","Valley Ford Volunteer Fire Department","14445 Highway 1","Valley Ford","CA","14445 Highway 1 Valley Ford, CA 94972",38.335515,-122.9392,c(-122.9392, 38.335515)
"428","94973","21105","Marin County Fire Department","33 Castle Rock RD","Woodacre","CA","33 Castle Rock RD Woodacre, CA 94973",38.007639,-122.63914,c(-122.63914, 38.007639)
"429","95003","44005","Aptos/ La Selva Fire Protection District","6934 Soquel DR","Aptos","CA","6934 Soquel DR Aptos, CA 95003",36.979333,-121.8944,c(-121.8944, 36.979333)
"430","95005","44015","Ben Lomond Fire Protection District","9430 Highway 9","Ben Lomond","CA","9430 Highway 9 Ben Lomond, CA 95005",37.084347,-122.08524,c(-122.08524, 37.084347)
"431","95006","44020","Boulder Creek Fire Protection District","13230 Central AVE","Boulder Creek","CA","13230 Central AVE Boulder Creek, CA 95006",37.151813,-122.13679,c(-122.13679, 37.151813)
"432","95012","27025","North County Fire Protection District of Monterey County","11200 Speegle ST","Castroville","CA","11200 Speegle ST Castroville, CA 95012",36.768856,-121.75105,c(-121.75105, 36.768856)
"433","95014","43145","Stevens Creek Volunteer Fire Department","13826 Stevens Canyon RD","Cupertino","CA","13826 Stevens Canyon RD Cupertino, CA 95014",37.317909,-122.04779,c(-122.04779, 37.317909)
"434","95018","44040","Zayante Fire Protection District","7700 E Zayante RD","Felton","CA","7700 E Zayante RD Felton, CA 95018",37.057708,-122.05967,c(-122.05967, 37.057708)
"435","95018","44095","Santa Cruz County Fire Department","6059 Highway 9","Felton","CA","6059 Highway 9 Felton, CA 95018",37.057708,-122.05967,c(-122.05967, 37.057708)
"436","95018","44035","Felton Fire Protection District","131 Kirby ST","Felton","CA","131 Kirby ST Felton, CA 95018",37.057708,-122.05967,c(-122.05967, 37.057708)
"437","95019","44080","Watsonville Fire Department","372 Airport BLVD","Freedom","CA","372 Airport BLVD Freedom, CA 95019",36.935552,-121.77972,c(-121.77972, 36.935552)
"438","95020","43010","Gilroy Fire Department","7070 Chestnut ST","Gilroy","CA","7070 Chestnut ST Gilroy, CA 95020",37.016943,-121.56581,c(-121.56581, 37.016943)
"439","95023","35010","Hollister Fire Department","110 Fifth ST","Hollister","CA","110 Fifth ST Hollister, CA 95023",36.862243,-121.38006,c(-121.38006, 36.862243)
"440","95032","43080","Santa Clara County Fire Department","14700 Winchester BLVD","Los Gatos","CA","14700 Winchester BLVD Los Gatos, CA 95032",37.241193,-121.9534,c(-121.9534, 37.241193)
"441","95035","43030","Milpitas Fire Department","777 S Main ST","Milpitas","CA","777 S Main ST Milpitas, CA 95035",37.436451,-121.89438,c(-121.89438, 37.436451)
"442","95037","43150","Uvas Volunteer Fire Department","5770 Croy RD","Morgan Hill","CA","5770 Croy RD Morgan Hill, CA 95037",37.137595,-121.66211,c(-121.66211, 37.137595)
"443","95037","43045","South Santa Clara County Fire District","15670 Monterey ST","Morgan Hill","CA","15670 Monterey ST Morgan Hill, CA 95037",37.137595,-121.66211,c(-121.66211, 37.137595)
"444","95037","43907","CDF Santa Clara","15670 Monterey ST","Morgan Hill","CA","15670 Monterey ST Morgan Hill, CA 95037",37.137595,-121.66211,c(-121.66211, 37.137595)
"445","95037","43040","Morgan Hill City Fire Department","18300 Old Monterey RD","Morgan Hill","CA","18300 Old Monterey RD Morgan Hill, CA 95037",37.137595,-121.66211,c(-121.66211, 37.137595)
"446","95045","35035","San Juan Bautista Fire Department","311 Second ST","San Juan Bautista","CA","311 Second ST San Juan Bautista, CA 95045",36.829052,-121.52848,c(-121.52848, 36.829052)
"447","95050","43090","Santa Clara Fire Department","777 Benton ST","Santa Clara","CA","777 Benton ST Santa Clara, CA 95050",37.347791,-121.95131,c(-121.95131, 37.347791)
"448","95060","44055","Santa Cruz Fire Department","230 Walnut AVE","Santa Cruz","CA","230 Walnut AVE Santa Cruz, CA 95060",36.980556,-122.04603,c(-122.04603, 36.980556)
"449","95062","44065","Central Fire Protection District of Santa Cruz County","930 17TH AVE","Santa Cruz","CA","930 17TH AVE Santa Cruz, CA 95062",36.9707,-121.99086,c(-121.99086, 36.9707)
"450","95064","44760","UCSC Fire Department","1156  High ST","Santa Cruz","CA","1156  High ST Santa Cruz, CA 95064",37.000199,-122.06026,c(-122.06026, 37.000199)
"451","95065","44060","Branciforte Fire Protection District","2711 Branciforte DR","Santa Cruz","CA","2711 Branciforte DR Santa Cruz, CA 95065",37.010322,-121.98523,c(-121.98523, 37.010322)
"452","95066","44070","Scotts Valley Fire Protection District","7 Erba LN","Scotts Valley","CA","7 Erba LN Scotts Valley, CA 95066",37.057575,-122.01507,c(-122.01507, 37.057575)
"453","95070","43100","Saratoga Fire District","14380 Saratoga AVE","Saratoga","CA","14380 Saratoga AVE Saratoga, CA 95070",37.270543,-122.02305,c(-122.02305, 37.270543)
"454","95076","44045","Pajaro Valley Fire Protection District","562 Casserly RD","Watsonville","CA","562 Casserly RD Watsonville, CA 95076",36.922902,-121.77224,c(-121.77224, 36.922902)
"455","95112","43070","San Jose Fire Department","1661 Senter RD STE 300","San Jose","CA","1661 Senter RD STE 300 San Jose, CA 95112",37.348541,-121.88627,c(-121.88627, 37.348541)
"456","95132","43140","Spring Valley Volunteer Fire Department","5579 Sweigert RD","San Jose","CA","5579 Sweigert RD San Jose, CA 95132",37.405989,-121.84775,c(-121.84775, 37.405989)
"457","95202","39065","Stockton Fire Department","425 N El Dorado ST","Stockton","CA","425 N El Dorado ST Stockton, CA 95202",37.958723,-121.28805,c(-121.28805, 37.958723)
"458","95206","39095","Montezuma Fire Protection District","2405 S ""B"" ST","Stockton","CA","2405 S ""B"" ST Stockton, CA 95206",37.922024,-121.3025,c(-121.3025, 37.922024)
"459","95212","39105","Waterloo Morada RFPD","6925 E Foppiano LN","Stockton","CA","6925 E Foppiano LN Stockton, CA 95212",38.038906,-121.24213,c(-121.24213, 38.038906)
"460","95215","39075","Collegeville Fire Protection District","13225 E Mariposa RD","Stockton","CA","13225 E Mariposa RD Stockton, CA 95215",37.955474,-121.19064,c(-121.19064, 37.955474)
"461","95220","39010","Liberty Rural County Fire Protection District","24124 N Bruella RD","Acampo","CA","24124 N Bruella RD Acampo, CA 95220",38.200193,-121.23505,c(-121.23505, 38.200193)
"462","95221","05005","Altaville Melones Fire Protection District","148 Monte Verde ST","Altaville","CA","148 Monte Verde ST Altaville, CA 95221",38.077,-120.55401,c(-120.55401, 38.077)
"463","95222","05010","Angels Camp Volunteer Fire Department","1404 Highway 4","Angels Camp","CA","1404 Highway 4 Angels Camp, CA 95222",38.087437,-120.58072,c(-120.58072, 38.087437)
"464","95223","02008","Bear Valley Fire Department","88 Bear Valley RD","Bear Valley","CA","88 Bear Valley RD Bear Valley, CA 95223",38.282255,-120.28875,c(-120.28875, 38.282255)
"465","95223","05015","Ebbetts Pass Fire Department","1028 Manuel RD","Arnold","CA","1028 Manuel RD Arnold, CA 95223",38.282255,-120.28875,c(-120.28875, 38.282255)
"466","95225","05040","Foothill Fire Protection District","3255 Helisma RD","Burson","CA","3255 Helisma RD Burson, CA 95225",38.183288,-120.89487,c(-120.89487, 38.183288)
