"","zip","FDID","name","address","city","state","location","latitude","longitude","geometry"
"782","96050","47043","Klamath River Volunteer Fire Company","29820 Walker RD","Horsecreek","CA","29820 Walker RD Horsecreek, CA 96050",41.831947,-122.9206,c(-122.9206, 41.831947)
"783","96051","45960","Lakehead Volunteer Fire Company","20808 Mammoth DR","Lakehead","CA","20808 Mammoth DR Lakehead, CA 96051",40.939342,-122.42246,c(-122.42246, 40.939342)
"784","96052","53010","Lewiston Fire Department","200 Texas AVE","Lewiston","CA","200 Texas AVE Lewiston, CA 96052",40.743423,-122.81414,c(-122.81414, 40.743423)
"785","96056","18021","Little Valley Volunteer Fire Department","653-305 Seymour DR","Little Valley","CA","653-305 Seymour DR Little Valley, CA 96056",41.114424,-121.332,c(-121.332, 41.114424)
"786","96056","45975","McArthur Volunteer Fire Department","44283 Highway 299 E","Mc Arthur","CA","44283 Highway 299 E Mc Arthur, CA 96056",41.114424,-121.332,c(-121.332, 41.114424)
"787","96057","47050","McCloud Volunteer Fire Department","319 Tucci AVE","McCloud","CA","319 Tucci AVE McCloud, CA 96057",41.263103,-122.10297,c(-122.10297, 41.263103)
"788","96058","47045","Butte Valley Fire Protection District","12320 Old State HWY","Macdoel","CA","12320 Old State HWY Macdoel, CA 96058",41.790562,-121.94214,c(-121.94214, 41.790562)
"789","96058","47130","Tennant Volunteer Fire Department","13515 Tennant RD","Macdoel","CA","13515 Tennant RD Macdoel, CA 96058",41.790562,-121.94214,c(-121.94214, 41.790562)
"790","96062","45935","Millville Fire Protection District","23963 Whitmore RD","Millville","CA","23963 Whitmore RD Millville, CA 96062",40.577799,-122.10148,c(-122.10148, 40.577799)
"791","96064","47055","Montague Fire Department","121 S 10TH ST","Montague","CA","121 S 10TH ST Montague, CA 96064",41.736424,-122.40008,c(-122.40008, 41.736424)
"792","96064","47067","Mount Shasta Vista Volunteer Fire Company","13502 Roland DR","Montague","CA","13502 Roland DR Montague, CA 96064",41.736424,-122.40008,c(-122.40008, 41.736424)
"793","96064","47048","Mayten Fire District","7427 HWY A-12","Montague","CA","7427 HWY A-12 Montague, CA 96064",41.736424,-122.40008,c(-122.40008, 41.736424)
"794","96064","47054","Copco Lake Fire Department","27805 Copco RD","Montague","CA","27805 Copco RD Montague, CA 96064",41.736424,-122.40008,c(-122.40008, 41.736424)
"795","96065","45940","Montgomery Creek Volunteer Fire Company","29876 Highway 299 E","Montgomery Creek","CA","29876 Highway 299 E Montgomery Creek, CA 96065",40.876184,-121.88975,c(-121.88975, 40.876184)
"796","96067","47065","Mount Shasta Fire Protection District","600 Michelle DR","Mount Shasta","CA","600 Michelle DR Mount Shasta, CA 96067",41.317771,-122.31207,c(-122.31207, 41.317771)
"797","96067","47060","Mount Shasta City Fire Department","305 N Mount Shasta BLVD","Mount Shasta","CA","305 N Mount Shasta BLVD Mount Shasta, CA 96067",41.317771,-122.31207,c(-122.31207, 41.317771)
"798","96076","45087","Platina/ Wildwood Fire Rescue","PO Box 193","Wildwood","CA","PO Box 193 Wildwood, CA 96076",40.366349,-122.94566,c(-122.94566, 40.366349)
"799","96080","52030","Tehama County Fire Department","604 Antelope BLVD","Red Bluff","CA","604 Antelope BLVD Red Bluff, CA 96080",40.183837,-122.24074,c(-122.24074, 40.183837)
"800","96080","52020","City of Red Bluff Fire Department","555 Washington ST","Red Bluff","CA","555 Washington ST Red Bluff, CA 96080",40.183837,-122.24074,c(-122.24074, 40.183837)
"801","96080","52555","CDF-Tehama/Glenn Unit","604 Antelope BLVD","Red Bluff","CA","604 Antelope BLVD Red Bluff, CA 96080",40.183837,-122.24074,c(-122.24074, 40.183837)
"802","96086","47070","Seiad Valley Volunteer Fire Department","44601 HWY 96","Seiad Valley","CA","44601 HWY 96 Seiad Valley, CA 96086",41.86235,-123.24091,c(-123.24091, 41.86235)
"803","96091","53015","Trinity Center Volunteer Fire Department","111 Trinity Vista","Trinity Center","CA","111 Trinity Vista Trinity Center, CA 96091",41.004651,-122.71541,c(-122.71541, 41.004651)
"804","96091","53568","Coffee Creek Volunteer Fire Department","HC 2, Box 3951","Trinity Center","CA","HC 2, Box 3951 Trinity Center, CA 96091",41.004651,-122.71541,c(-122.71541, 41.004651)
"805","96093","53567","U.S. Forest Service-Trinity River Managment Unit","210 W Main SQ","Weaverville","CA","210 W Main SQ Weaverville, CA 96093",40.734483,-122.93982,c(-122.93982, 40.734483)
"806","96093","53020","Weaverville Fire Department","125 Bremer ST","Weaverville","CA","125 Bremer ST Weaverville, CA 96093",40.734483,-122.93982,c(-122.93982, 40.734483)
"807","96094","47910","Lake Shastina Fire Department","16309 Everhart DR","Weed","CA","16309 Everhart DR Weed, CA 96094",41.460403,-122.38544,c(-122.38544, 41.460403)
"808","96094","47080","Weed City Fire Department","128 Roseburg PKWY","Weed","CA","128 Roseburg PKWY Weed, CA 96094",41.460403,-122.38544,c(-122.38544, 41.460403)
"809","96094","47038","Hammond Ranch Fire Zone","8800 N Old Stage RD","Weed","CA","8800 N Old Stage RD Weed, CA 96094",41.460403,-122.38544,c(-122.38544, 41.460403)
"810","96097","47085","Yreka Volunteer Fire Department","401 W Miner","Yreka","CA","401 W Miner Yreka, CA 96097",41.749249,-122.64479,c(-122.64479, 41.749249)
"811","96097","47115","South Yreka Fire Protection District","3420 Easy ST","Yreka","CA","3420 Easy ST Yreka, CA 96097",41.749249,-122.64479,c(-122.64479, 41.749249)
"812","96101","25010","City of Alturas Fire Department","103 S Howard ST","Alturas","CA","103 S Howard ST Alturas, CA 96101",41.439363,-120.58771,c(-120.58771, 41.439363)
"813","96101","25007","Alturas Indian Rancheria OES","901 County RD 56","Alturas","CA","901 County RD 56 Alturas, CA 96101",41.439363,-120.58771,c(-120.58771, 41.439363)
"814","96101","25018","California Pines Volunteer Fire Department","Co Rd 71 HCR 4","Alturas","CA","Co Rd 71 HCR 4 Alturas, CA 96101",41.439363,-120.58771,c(-120.58771, 41.439363)
"815","96101","25015","Alturas Rural Fire Protection District","310 N Rine ST","Alturas","CA","310 N Rine ST Alturas, CA 96101",41.439363,-120.58771,c(-120.58771, 41.439363)
"816","96103","32020","Graeagle Fire Protection District","7620 Highway 89","Graeagle","CA","7620 Highway 89 Graeagle, CA 96103",39.779486,-120.64058,c(-120.64058, 39.779486)
"817","96103","32032","Long Valley Volunteer Fire Department","58880 Highway 70","Cromberg","CA","58880 Highway 70 Cromberg, CA 96103",39.779486,-120.64058,c(-120.64058, 39.779486)
"818","96103","32008","C Road Volunteer Fire Department","C road & Road 9","Blairsden","CA","C road & Road 9 Blairsden, CA 96103",39.779486,-120.64058,c(-120.64058, 39.779486)
"819","96103","32043","Plumas Eureka Fire & Rescue","200 Lundy LN","Blairsden","CA","200 Lundy LN Blairsden, CA 96103",39.779486,-120.64058,c(-120.64058, 39.779486)
"820","96104","25025","Cedarville Fire Protection District","461 Main ST","Cedarville","CA","461 Main ST Cedarville, CA 96104",41.527226,-120.13826,c(-120.13826, 41.527226)
"821","96105","32060","Sierra Valley Volunteer Fire Department","PO Box 211","Chilcoot","CA","PO Box 211 Chilcoot, CA 96105",39.862832,-120.17303,c(-120.17303, 39.862832)
"822","96107","26015","Antelope Valley Fire District","51 Shop RD","Coleville","CA","51 Shop RD Coleville, CA 96107",38.475853,-119.49014,c(-119.49014, 38.475853)
"823","96108","25030","Davis Creek Volunteer Fire Department","1130 County Road 133B","Davis Creek","CA","1130 County Road 133B Davis Creek, CA 96108",41.736074,-120.3778,c(-120.3778, 41.736074)
"824","96109","18015","Doyle Fire Protection District","747-150 E Main ST","Doyle","CA","747-150 E Main ST Doyle, CA 96109",40.030098,-120.11304,c(-120.11304, 40.030098)
"825","96112","25040","Fort Bidwell Indian Community Council","130 Meetheeuh Road","Fort Bidwell","CA","130 Meetheeuh Road Fort Bidwell, CA 96112",41.90749,-120.14789,c(-120.14789, 41.90749)
"826","96113","18017","Herlong Volunteer Fire Department","PO Box 911","Herlong","CA","PO Box 911 Herlong, CA 96113",40.158794,-120.18597,c(-120.18597, 40.158794)
"827","96113","AF024","Sierra Army Depot Fire & Emergency Sevices","P-2 1st ST","Herlong","CA","P-2 1st ST Herlong, CA 96113",40.158794,-120.18597,c(-120.18597, 40.158794)
"828","96116","25050","Likely Volunteer Fire Protection District","3275 Highway 395","Likely","CA","3275 Highway 395 Likely, CA 96116",41.268746,-120.42843,c(-120.42843, 41.268746)
"829","96118","46010","City of Loyalton Fire Department","206 Front ST","Loyalton","CA","206 Front ST Loyalton, CA 96118",39.663256,-120.24835,c(-120.24835, 39.663256)
"830","96119","18025","Madeline Fire Protection District","711-900 Lassen ST","Madeline","CA","711-900 Lassen ST Madeline, CA 96119",41.021344,-120.52472,c(-120.52472, 41.021344)
"831","96120","02020","Woodfords Fire Department","60 Diamond Valley RD","Markleeville","CA","60 Diamond Valley RD Markleeville, CA 96120",38.76467,-119.85236,c(-119.85236, 38.76467)
"832","96120","02015","Markleeville Volunteer Fire Department","750 Hot Springs RD","Markleeville","CA","750 Hot Springs RD Markleeville, CA 96120",38.76467,-119.85236,c(-119.85236, 38.76467)
"833","96121","18075","Milford Fire District","450-075 Laufman Grade RD","Milford","CA","450-075 Laufman Grade RD Milford, CA 96121",40.169038,-120.37815,c(-120.37815, 40.169038)
"834","96122","32040","Portola Volunteer Fire Department","316 1ST AVE","Portola","CA","316 1ST AVE Portola, CA 96122",39.801047,-120.48359,c(-120.48359, 39.801047)
"835","96122","32075","Eastern Plumas Rural Fire Protection District","141 Delleker RD","Portola","CA","141 Delleker RD Portola, CA 96122",39.801047,-120.48359,c(-120.48359, 39.801047)
"836","96124","","Calpine Volunteer Fire Department","129 Canty RD","Calpine","CA","129 Canty RD Calpine, CA 96124",39.663242,-120.43806,c(-120.43806, 39.663242)
"837","96125","46015","Sierra City Fire District","229 Main St. HWY","Sierra City","CA","229 Main St. HWY Sierra City, CA 96125",39.598792,-120.63432,c(-120.63432, 39.598792)
"838","96126","46020","Sierra County Fire Protection District #1","202 E Main ST","Sierraville","CA","202 E Main ST Sierraville, CA 96126",39.560357,-120.35662,c(-120.35662, 39.560357)
"839","96126","46555","East Zone Tahoe National Forest Fire Department","317 Lincoln S","Sierraville","CA","317 Lincoln S Sierraville, CA 96126",39.560357,-120.35662,c(-120.35662, 39.560357)
"840","96128","18030","Standish Litchfield Fire Protection District","PO Box 120","Standish","CA","PO Box 120 Standish, CA 96128",40.34863,-120.4065,c(-120.4065, 40.34863)
"841","96129","32005","Beckwourth Volunteer Fire Department","180 Main ST","Beckwourth","CA","180 Main ST Beckwourth, CA 96129",39.772064,-120.405095,c(-120.405095, 39.772064)
"842","96130","18410","California Correctional Center Fire Department","711-045 Center RD","Susanville","CA","711-045 Center RD Susanville, CA 96130",40.474951,-120.67685,c(-120.67685, 40.474951)
"843","96130","18035","Susanville Fire Department","1505 Main ST","Susanville","CA","1505 Main ST Susanville, CA 96130",40.474951,-120.67685,c(-120.67685, 40.474951)
"844","96130","18065","Spalding Community Services District Fire Department","502-907 Mahogany WAY","Susanville","CA","502-907 Mahogany WAY Susanville, CA 96130",40.474951,-120.67685,c(-120.67685, 40.474951)
"845","96130","18040","Susan River Fire Protection District","472-355 Richmond RD N","Susanville","CA","472-355 Richmond RD N Susanville, CA 96130",40.474951,-120.67685,c(-120.67685, 40.474951)
"846","96130","18068","Stones-Bengard Community Service District","509-695 Stone RD, Eagle Lake","Susanville","CA","509-695 Stone RD, Eagle Lake Susanville, CA 96130",40.474951,-120.67685,c(-120.67685, 40.474951)
"847","96130","18070","Lake Forest Fire Protection District","691-200 Janet Way","Susanville","CA","691-200 Janet Way Susanville, CA 96130",40.474951,-120.67685,c(-120.67685, 40.474951)
"848","96130","18555","Lassen National Forest Fire & Aviation","2550 Riverside DR","Susanville","CA","2550 Riverside DR Susanville, CA 96130",40.474951,-120.67685,c(-120.67685, 40.474951)
"849","96134","47075","Tulelake Multi County Fire District","1 Ray Oehlerich WAY","Tulelake","CA","1 Ray Oehlerich WAY Tulelake, CA 96134",41.874847,-121.43738,c(-121.43738, 41.874847)
"850","96137","32070","Peninsula Fire Protection District","801 Golf Club RD","Lake Almanor","CA","801 Golf Club RD Lake Almanor, CA 96137",40.290007,-121.05272,c(-121.05272, 40.290007)
"851","96137","18045","Clear Creek Fire Department","HWY 147 Clear Creek","Westwood","CA","HWY 147 Clear Creek Westwood, CA 96137",40.290007,-121.05272,c(-121.05272, 40.290007)
"852","96137","18050","Westwood Fire Department","206 3rd ST","Westwood","CA","206 3rd ST Westwood, CA 96137",40.290007,-121.05272,c(-121.05272, 40.290007)
"853","96137","32065","Hamilton Branch Fire Protection District","3791 Big Springs RD","Lake Almanor","CA","3791 Big Springs RD Lake Almanor, CA 96137",40.290007,-121.05272,c(-121.05272, 40.290007)
"854","96145","31044","North Tahoe Fire Protection District","222 Fairway DR","Tahoe City","CA","222 Fairway DR Tahoe City, CA 96145",39.177383,-120.14607,c(-120.14607, 39.177383)
"855","96146","31070","Squaw Valley Fire Department","305 Squaw Valley RD","Olympic Valley","CA","305 Squaw Valley RD Olympic Valley, CA 96146",39.180983,-120.21804,c(-120.21804, 39.180983)
"856","96150","09065","Lake Valley Fire Protection District","2211 Keetak ST","South Lake Tahoe","CA","2211 Keetak ST South Lake Tahoe, CA 96150",38.908741,-120.00992,c(-120.00992, 38.908741)
"857","96150","09060","South Lake Tahoe Fire Department Station 3","2101 Lake Tahoe BLVD","South Lake Tahoe","CA","2101 Lake Tahoe BLVD South Lake Tahoe, CA 96150",38.908741,-120.00992,c(-120.00992, 38.908741)
"858","96158","09017","Fallen Leaf Fire Department","241 Fallen Leaf RD","South Lake Tahoe","CA","241 Fallen Leaf RD South Lake Tahoe, CA 96158",38.898142,-119.998419,c(-119.998419, 38.898142)
"859","96161","31115","Northstar Fire Department","910 Northstar DR","Truckee","CA","910 Northstar DR Truckee, CA 96161",39.339574,-120.22805,c(-120.22805, 39.339574)
"860","96161","29060","Truckee Fire Protection District","10049 Donner Pass RD","Truckee","CA","10049 Donner Pass RD Truckee, CA 96161",39.339574,-120.22805,c(-120.22805, 39.339574)
